psid,pid,study1,dpIssue,dpCondition,newsArticle,collaborationCondition2,pretest1,pretest1ind,collaborationCondition,random,result.score,representativeName,representativeLastName,representativeParty,representativeOppositionParty,representativePartyName,representativeState,representativeDistrict,attack,goodComplete,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_1,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82_1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98_1,Q99,Q100,Q101,Q102,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q103_6,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121_1,Q122,Q123,Q124,LocationLatitude,LocationLongitude,LocationAccuracy
kpNgzR0iscGih0y1GPegmw**,,2,2,2,3,1,1,1,3,2,,Anna Eshoo,Eshoo,D,Republican,Democratic,CA,18,for being too conservative,1,1,1,50,1,9,7,1,2,,1,2,,1,1,90,91,3,5,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,94089,4089,1,,,1,,11,5,5,4,6,9,4,12,I don't know her well at all?,1,1,,1,3,4,4,1,4,4,6,8,6,6,7,5,8,4,1,1,,,1,2,1,1,1,1,,1,,,,,4,2,11,15,13,37.42489624,-122.0074005,-1
kpNgzR0iscF6PC8oG1AVtA**,,1,1,3,3,3,3,2,4,1,1,Michael Honda,Honda,D,Republican,Democratic,CA,17,for being too conservative,1,2,4,37,2,9,8,4,2,,2,2,,1,5,100,80,8,70,3,2,5,2,3,4,5,1,1,1,1,15.879,15.879,30.002,1,,1,7.198,7.198,11.078,1,galaxy,1,0,0,0.778,0,,1,1,0,0,8.491,0,1,1,1,1,,,,,,Do not like Democrats,,2,Have my own preference whom to work with,1,1,,,,,,,,,1,1,95133,2915,1,1,,,4,,60,5,4,3,13,Neutral,1,,,1,,,,6,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37440491,-121.7582016,-1
kpNgzR0iscFwjOe3G9u0-Q**,,2,1,2,3,4,1,2,4,3,,Rick Nolan,Nolan,D,Republican,Democratic,MN,8,for being too conservative,1,1,1,50,1,6,3,2,2,,1,2,,2,1,50,99,4,24,3,1,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,55798,8010,1,,,,1,1,7,5,5,1,,7,15,a follower not a leader,1,1,,1,5,1,3,0,8,6,5,6,7,8,7,7,4,7,1,1,,,1,1,2,4,1,1,,1,,,,,4,1,10,16,13,48.50779724,-93.373703,-1
kpNgzR0iscF_iWb-4U1VyA**,,1,1,2,2,1,1,1,4,5,2,Thomas Petri,Petri,R,Democrat,Republican,WI,6,for being too conservative,1,1,1,44,1,8,4,3,3,2,,,,2,1,65,55,50,65,3,2,3,3,3,4,5,1,1,1,1,13.816,13.816,21.607,1,safari,1,4.456,4.456,16.122,1,galaxy,1,19.137,19.137,30.01,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,53081,5003,1,1,7,,,,65,3,2,2,13,cares about doing the right thing listens too his voters,1,,1,,,,,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.70979309,-87.74780273,-1
kpNgzR0iscHzixGuIqsEmw**,,2,2,1,2,4,1,1,2,2,,James Jordan,Jordan,R,Democrat,Republican,OH,4,for being too conservative,1,2,1,25,1,1,4,2,3,1,,,,2,1,50,0,29,100,3,3,3,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,43302,1759,1,,1,,,50,4,5,3,9,8,2,12,I dont know him personally so I cannot make any judgement about him appropriately.,1,1,,1,3,3,3,71,7,6,6,6,6,4,5,8,6,4,1,1,,1,,1,2,3,1,1,1,,,,,,3,50,11,16,16,40.59820557,-83.14250183,-1
kpNgzR0iscHgAq7CUIe6bg**,,2,2,3,3,2,1,1,4,1,,Greg Walden,Walden,R,Democrat,Republican,OR,2,for being too conservative,1,1,1,41,1,6,2,4,2,,2,2,,2,6,61,20,1,50,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,97756,7670,1,,,,1,60,3,2,2,,,2,13,does a good job,1,,1,1,2,1,,0,8,7,7,,5,6,4,7,7,6,1,1,,,1,1,2,2,1,1,,1,,,,,3,19,11,17,16,45.48179626,-122.6004944,-1
kpNgzR0iscHTplGTQEzL4A**,,1,1,1,1,4,3,1,2,5,2,Ami Bera,Bera,D,Republican,Democratic,CA,7,for being too conservative,1,2,1,50,1,4,3,4,3,3,,,,2,1,30,40,35,50,5,5,5,5,5,5,5,1,1,1,1,6.001,6.001,16.645,1,SAFARI,1,3.769,3.769,18.721,1,GALAXY,1,16.236,16.236,25.625,1,UNSURE,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,95828,4897,1,1,,,,4,80,3,4,2,14,I think he truly tries to get things done,1,1,,,,,,5,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.581604,-121.4944,-1
kpNgzR0iscEumX4OS-x-Ag**,,2,2,2,2,4,1,1,1,3,,Cedric Richmond,Richmond,D,Republican,Democratic,LA,2,for being too conservative,1,2,1,45,1,5,6,5,1,,,,1,1,1,70,3,73,69,4,4,5,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,70001,2936,1,1,,,,77,2,1,2,6,,2,14,na,1,1,,1,3,3,3,0,6,6,6,6,6,6,6,7,7,6,1,1,,1,,2,1,2,1,1,1,,,,,,3,17,11,17,16,29.95889282,-90.15679932,-1
kpNgzR0iscEq9W1sMWPMMQ**,,2,1,1,1,2,3,1,3,4,,Joseph Courtney,Courtney,D,Republican,Democratic,CT,2,for being too conservative,1,2,1,55,1,1,3,2,3,1,,,,1,1,70,10,39,50,4,1,4,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6076,0,1,,,1,,40,5,4,4,5,9,5,11, I wouldn't vote for him,1,,1,1,4,4,2,99,8,7,7,5,5,7,5,7,7,5,1,1,1,,,1,3,2,1,1,,,,,1,,5,11,10,14,14,41.8526001,-72.64369965,-1
kpNgzR0iscGS1o3xCjoiCQ**,,1,2,1,1,4,1,2,3,1,2,Steven Horsford,Horsford,D,Republican,Democratic,NV,4,for being too conservative,1,1,1,20,1,4,2,5,1,,,,2,1,1,94,28,30,80,3,3,3,3,3,3,3,1,1,1,1,9.323,9.323,16.099,1,safari,1,3.687,3.687,9.611,1,galaxy,1,3.959,3.959,6.128,1,,1,1,0,0,3.699,0,1,,,,,,1,1,1,,youngest of the options,2,I wasn't aware I did surveys base on other peoples feeling but my own opinions,1,1,,,,,,,,,1,1,89115,4412,1,1,,,,10,51,4,5,3,12,completely indifferent,1,,,,1,,,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.23590088,-115.0524979,-1
kpNgzR0iscE1DCoTI1BD-w**,,2,2,2,3,2,1,1,2,5,,James Scott,Scott,R,Democrat,Republican,GA,8,for being too conservative,1,2,2,11,1,3,5,7,3,1,,,,1,1,70,0,82,74,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31014,6953,1,,1,,,88,7,1,2,6,9,1,14,"He has been trying to improve the state of our community. His efforts are not completely effective, but he is trying",1,,1,1,4,4,3,6,5,7,5,6,4,4,4,8,7,4,1,1,,,1,1,4,4,1,1,1,,,,,,3,50,11,18,16,32.43330383,-83.34100342,-1
kpNgzR0iscGx7YfI3a2xjw**,,1,1,1,2,1,3,2,4,2,1,,,,Republican,,,,for being too conservative,1,1,1,42,2,1,2,2,3,2,,,,1,1,70,78,12,11,3,3,3,3,3,3,3,1,1,1,1,6.079,6.079,30,1,,1,7.484,7.484,21.64,1,Galaxy,1,0,0,30,0,,1,1,0,0,2.281,0,1,1,,1,1,,,,,same  as me,,2,same as me,1,1,,,,,,,,,1,1,53901,6301,1,1,7,,,,48,4,3,2,13,very supportve,1,1,,,,,,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.69639587,-89.75749969,-1
kpNgzR0iscEyCGjk1mLh3A**,,2,2,3,2,4,3,1,3,4,,Steve Daines,Daines,R,Democrat,Republican,MT,At-Large,for being too conservative,1,1,1,14,1,5,5,6,3,1,,,,1,6,70,9,59,50,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59802,4836,1,,,1,,13,7,5,4,9,9,5,10,"He's a typical conservative Republican that isn't too bright and supports crappy policies.  There are a lot of Republicans that are worse, but pretty much any Democrat is better.",1,1,,1,2,2,2,0,7,7,6,6,5,5,4,7,5,6,1,1,,1,,2,1,1,1,1,,,,,1,,4,10,10,14,14,46.94020081,-113.8497009,-1
kpNgzR0iscECLEleczXIaA**,,1,2,2,3,4,3,1,1,1,0,Joseph Heck,Heck,R,Democrat,Republican,NV,3,for being too conservative,1,2,1,43,1,4,2,1,2,,1,1,,2,2,100,100,0,49,5,3,5,3,5,5,5,1,1,1,1,6.507,6.507,14.985,1,africa,1,8.259,8.259,17.196,1,galixy,1,9.64,9.64,30.051,1,,1,1,0,0,26.012,0,1,,,,,1,1,1,,,Because I have no college education and they may be to smart to play with,2,because  i do not have college education and if I were to play with this group than I will not be smart for them,1,1,,,,,,,,,1,1,89117,6657,1,1,,,,4,97,1,1,2,14,Congressman Joe Hick will not vote for voters Id we use Ids for everything why not for voting,1,,,,,1,,,7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.17500305,-115.1371994,-1
kpNgzR0iscHSPtTIxKA3vg**,,2,2,3,3,1,1,1,4,5,,Robert Goodlatte,Goodlatte,R,Democrat,Republican,VA,6,for being too conservative,1,1,7,7,1,5,3,2,3,3,,,,1,1,50,50,50,51,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,24502,3988,1,,,,1,51,4,5,3,8,,4,12,not sure / ,1,,1,1,3,3,3,50,6,6,5,6,6,6,6,6,6,6,1,1,,,1,2,2,1,1,1,1,,,,,,3,52,11,16,16,37.44869995,-79.23829651,-1
kpNgzR0iscE3D8L_RQnkJg**,,1,1,3,1,2,1,2,1,5,0,Adam Schiff,Schiff,D,Republican,Democratic,CA,28,for being too conservative,1,2,3,22,1,9,5,3,1,,,,1,2,1,58,57,82,75,5,5,4,3,4,4,3,1,1,1,1,1.054,7.533,7.894,2,none,1,1.008,1.008,4.402,1,none,1,0.701,0.701,6.95,1,none,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,1,90026,6523,1,1,,14,,,62,2,2,2,10,none,1,,,1,,,,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.05299377,-118.2641983,-1
kpNgzR0iscFrwFJpRzB9Uw**,,2,2,2,3,3,1,2,1,3,,Nancy Pelosi,Pelosi,D,Republican,Democratic,CA,12,for being too conservative,1,2,4,12,1,1,4,6,3,1,,,,1,7,51,3,75,50,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,94014,1051,1,1,,,,75,3,2,2,3,,1,14,I think she has done a satisfactory job as representative in Congress.,1,1,,1,4,3,2,50,7,7,6,6,4,4,4,8,6,4,1,1,,,1,1,3,3,1,1,,1,,,,,4,25,10,14,14,37.67860413,-122.4763947,-1
kpNgzR0iscG0Lh8wXSHXyw**,,2,2,2,3,2,1,1,1,5,,Katherine Clark,Clark,D,Republican,Democratic,MA,5,for being too conservative,1,1,3,7,1,9,3,7,1,,,,1,1,7,100,0,61,100,5,5,4,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2453,4398,1,1,,,,60,4,4,3,5,,2,12,i'm not sure what she's done so i can't say ,1,1,,1,4,4,4,0,5,6,4,7,4,4,4,8,4,4,1,1,,,1,2,3,1,1,1,1,,,,,,5,10,10,15,14,42.36990356,-71.23529816,-1
kpNgzR0iscH6rTrqluS2JA**,,1,1,2,3,1,3,2,1,2,2,Ander Crenshaw,Crenshaw,R,Democrat,Republican,FL,4,for being too conservative,1,2,2,35,1,4,5,4,1,,,,1,1,1,89,80,100,95,5,5,5,5,5,5,5,1,1,1,1,14.504,14.504,23.322,1,SAFARI,1,4.161,4.161,14.264,1,GALAXY,1,11.022,11.022,19.006,1,NATASTE,1,1,0,0,27.332,0,1,,,,,,1,1,1,,List two independent groups.,2,Choice of three different party affiliations.,1,1,,,,,,,,,1,1,32225,2942,1,1,10,,,,67,2,4,3,14,ok,1,,1,,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.28660583,-81.51499939,-1
kpNgzR0iscGeIJPwcRXMEQ**,,1,1,1,1,4,2,1,3,3,2,Robert Andrews,Andrews,D,Republican,Democratic,NJ,1,for being too conservative,1,1,1,13,1,6,3,3,3,3,,,,1,6,52,0,0,79,3,3,5,3,3,3,2,1,1,1,1,4.372,4.372,9.835,1,safari,1,3.402,3.402,8.992,1,galaxy,1,3.643,3.643,14.976,1,,1,1,0,0,3.889,0,1,,,,,1,1,,1,,random selection,2,"I'd feel left out as well, but I also tried to keep my selections random.",1,1,,,,,,,,,1,1,8096,6225,1,1,,,,4,0,6,5,4,10,unhappy about how he's handling his job.,1,1,,,,,,2,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.82400513,-75.13179779,-1
kpNgzR0iscEH6eWC4aSZQw**,,1,1,3,2,4,1,1,1,4,2,Candice Miller,Miller,R,Democrat,Republican,MI,10,for being too conservative,1,1,1,41,2,3,3,3,2,,2,2,,1,1,71,56,44,74,4,2,5,2,4,5,5,1,1,1,1,3.665,3.665,13.057,1,safari,1,4.603,4.603,11.451,1,galaxy,1,7.967,7.967,30.011,1,,1,1,0,0,12.84,0,1,,,,,1,1,1,,,went by gut feeling,2,just have that feeling,1,1,,,,,,,,,1,1,48040,1336,1,1,,,,10,49,4,4,3,12,"none, don't know her that well",1,,,1,,,,6,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.98750305,-82.46659851,-1
kpNgzR0iscEsN4oMLnlZeQ**,,1,1,1,3,4,3,2,3,4,1,Raymond Green,Green,D,Republican,Democratic,TX,29,for being too conservative,1,1,1,35,1,3,3,3,2,,1,2,,1,1,64,63,14,29,3,3,4,3,4,5,5,1,1,1,1,14.513,14.513,30.002,1,safarr,1,3.673,3.673,9.22,1,galaxy,1,3.486,3.486,29.144,1,n/a,1,1,0,0,19.026,0,1,,,,,,1,1,1,,I have what I need Ind are a bit extreme,2,I like my group,1,1,,,,,,,,,1,1,77011,4649,1,1,,,,7,31,4,5,3,12,Seems to me Dems have always screwed something up,1,1,,,,,,5,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.76330566,-95.36329651,-1
kpNgzR0iscGtbEqH_FUtWA**,,1,1,2,3,1,3,1,2,4,2,Jeb Hensarling,Hensarling,R,Democrat,Republican,TX,5,for being too conservative,1,2,1,30,1,5,3,2,2,,1,1,,2,1,58,60,2,76,4,4,4,4,4,4,4,1,1,1,1,3.897,3.897,19.722,1,SAFARI,1,2.063,2.063,10.505,1,GALAXY,1,1.664,1.664,23.57,1,IDK,1,1,0,0,2.128,0,1,,,,,1,1,1,,,DEMOCRAT,2,"I DON'T KNOW, IF U DON'T PICK ME OH WELL IT'S UR LOSS",1,1,,,,,,,,,1,1,75150,1821,1,1,5,,,,61,2,2,2,13,"WISH ALL OF CONGRESS REALLY WORKED FOR THE BEST INTEREST OF THE EVERYDAY WORKING PERSON, NOT FOR THEIR OWN AGENDA",1,,1,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.81950378,-96.63379669,-1
kpNgzR0iscE6XlSvfm0trQ**,,2,1,3,3,3,2,2,4,3,,Virginia Foxx,Foxx,R,Democrat,Republican,NC,5,for being too conservative,1,2,1,10,1,1,5,2,2,,2,2,,1,1,75,75,37,49,4,2,3,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28147,8305,1,,,,1,60,3,3,3,6,,3,12,ambivalent,1,1,,1,4,2,3,40,6,6,5,6,5,5,6,7,6,5,1,1,,,1,1,3,3,1,1,,,,1,,,4,44,11,14,16,35.57350159,-80.60119629,-1
kpNgzR0iscGl4dwoY9qqJQ**,,2,1,1,3,3,2,1,3,1,,Stephen Fincher,Fincher,R,Democrat,Republican,TN,8,for being too conservative,1,1,1,14,1,1,6,6,1,,,,1,1,6,61,40,72,72,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,38060,4640,1,,,1,,71,4,4,2,9,9,5,10,"I do not like his opinion on cutting the food stamp program, while his money was made largely from farming subsidies. Also not sure of his involvement in the FEC investigation against him over money that was declared as a loan and not campaign contribution.",1,,1,1,2,1,2,0,7,7,7,6,4,4,5,8,5,5,1,1,,,1,2,2,2,1,1,,,1,,,,3,61,11,17,16,35.24060059,-89.84359741,-1
kpNgzR0iscGHmiYXF01UIA**,,1,1,3,1,4,2,1,2,3,2,David Roe,Roe,R,Democrat,Republican,TN,1,for being too conservative,1,1,1,46,1,4,4,2,2,,2,1,,2,1,100,80,73,92,5,5,5,5,5,5,5,1,1,1,1,5.818,5.818,13.12,1,safari,1,11.171,11.171,18.215,1,galaxy,1,16.558,16.558,23.404,1,glutose,1,1,0,0,6.393,0,1,,1,1,1,,,,,no real reason why this person was not selected,,2,those were my choices and I would not change them,1,1,,,,,,,,,1,1,37890,3628,1,1,,,,4,96,1,1,2,14,He is one of manyy fighting up there in congress to make things better,1,,,1,,,,6,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.22219849,-83.32369995,-1
kpNgzR0iscEI0EBdayLhuA**,,2,1,3,2,1,2,1,3,2,,Nita Lowey,Lowey,D,Republican,Democratic,NY,17,for being too conservative,1,1,1,52,1,9,7,4,3,1,,,,2,7,76,30,50,71,4,3,4,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10989,2466,1,,,1,,66,3,3,2,3,8,2,13,"She is a knowledgeable veteran, but is also approaching the point in time where we need to at least be open to other possibilities",1,,1,1,3,2,3,3,7,6,6,5,7,6,6,7,5,6,1,1,,1,,1,1,2,1,1,,,1,,,,2,63,11,17,18,41.11630249,-74.04599762,-1
kpNgzR0iscGSA2yviryG6A**,,2,2,1,3,3,3,1,4,2,,Peter Visclosky,Visclosky,D,Republican,Democratic,IN,1,for being too conservative,1,2,1,66,1,1,4,4,1,,,,1,1,1,80,29,81,70,4,3,4,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46394,2019,1,,,,1,90,1,1,1,6,,1,15,"He  is helping the people of Indiana,  always tries to do his best.  He is a good honest person.  The people trust him.",1,,1,1,3,3,3,,7,6,6,6,6,4,5,8,4,5,1,1,,,1,1,4,4,1,1,,,,,1,,4,20,10,15,15,41.64630127,-87.45279694,-1
kpNgzR0iscEytmXlCt63nQ**,,1,1,2,2,1,1,2,4,4,3,Kurt Schrader,Schrader,D,Republican,Democratic,OR,5,for being too conservative,1,2,1,62,1,1,5,6,1,,,,1,1,1,91,10,79,80,3,3,4,2,3,4,4,1,1,1,1,5.602,5.602,15.928,1,safari,1,6.295,6.295,11.468,1,galaxy,1,3.033,3.033,11.265,1,lactose,1,1,0,0,18.151,0,1,1,1,,1,,,,,Republicans are thorns to me.,,2,We all feel left out occasionally.  ,1,1,,,,,,,,,1,1,97027,1932,1,1,7,,,,89,1,1,2,14,I have agreed with most of his positions.  And I have no use for the person who is likely to run against him next election.  I like him as a person as well as a political figure.,1,,1,,,,,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.81410217,-117.7453003,-1
kpNgzR0iscGvyvJ-uGSkWw**,,1,1,1,2,4,1,2,4,5,1,Sander Levin,Levin,D,Republican,Democratic,MI,9,for being too conservative,1,2,1,39,1,1,2,8,3,3,,,,2,1,81,49,50,52,3,3,3,3,3,3,3,1,1,1,1,5.723,5.723,30.028,1,,1,5.259,5.259,30.011,1,GALEXY,1,4.54,4.54,20.21,1,LACTOSE,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,1,1,48030,1522,1,1,,,,9,52,4,2,3,12,DONT REALLY HAVE ONE,1,1,,,,,,4,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.52160645,-83.16329956,-1
kpNgzR0iscHjdmp5jRrYww**,,2,1,3,3,3,1,2,2,3,,Tom Cotton,Cotton,R,Democrat,Republican,AR,4,for being too conservative,1,1,1,29,1,9,7,2,2,,1,2,,2,1,21,55,8,36,4,1,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,72956,6777,1,,1,,,64,2,4,3,4,10,6,9,i do not like him and think he is part of the washington problem and he needs to resign,1,,1,1,5,3,4,12,6,5,5,6,4,4,4,7,4,5,1,1,,,1,1,5,4,1,1,,1,,,,,5,3,9,13,13,36.06260681,-94.15740204,-1
kpNgzR0iscF6ys34RGBnSQ**,,2,1,2,1,2,1,1,1,4,,Christopher Gibson,Gibson,R,Democrat,Republican,NY,19,for being too conservative,1,2,1,29,1,1,5,5,3,3,,,,1,7,100,6,50,50,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10940,4726,1,1,,,,51,5,4,4,8,,3,11,I am unhappy with the direction that the Republican Party in Congress has taken.,1,1,,1,1,1,1,80,8,7,7,5,7,5,5,7,5,7,1,1,1,,,2,1,3,1,1,1,,,,,,4,19,11,13,13,41.44869995,-74.46900177,-1
kpNgzR0iscGdLYSq3rdYTA**,,1,2,2,1,3,3,2,3,2,2,Louise Slaughter,Slaughter,D,Republican,Democratic,NY,25,for being too conservative,1,1,1,46,1,7,5,3,2,,2,2,,2,1,80,50,50,70,5,3,4,2,5,5,5,1,1,1,1,4.83,4.83,9.986,1,Safari,1,3.891,3.891,20.436,1,Deluxe,1,5.449,5.449,9.537,1,lactose,1,1,0,0,13.592,0,1,,,,,1,,1,1,,No reason,2,No reason,1,1,,,,,,,,,1,1,14624,3337,1,1,,,4,,41,6,5,4,11,It's time she retired.,1,,,,,1,,,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.71009827,-82.43139648,-1
kpNgzR0iscHcBioZxiRIhw**,,1,1,2,3,1,1,2,3,4,0,David McKinley,McKinley,R,Democrat,Republican,WV,1,for being too conservative,1,2,1,37,1,2,2,4,2,,2,2,,1,1,100,45,25,81,1,1,4,1,4,4,4,1,1,1,1,0,0,30.045,0,,1,0,0,0.862,0,,1,0,0,6.979,0,,1,1,0,0,1.758,0,1,1,1,1,,,,,,no reason,,2,that is my choices,1,1,,,,,,,,,1,1,26070,2607,1,1,9,,,,60,2,2,2,13,he is doing a fair job,1,,1,,,,,3,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84989929,-73.87689972,-1
kpNgzR0iscERWScfqdXgcA**,,2,2,2,1,1,1,1,3,1,,,,,Republican,,,,for being too conservative,1,1,1,11,1,9,8,7,1,,,,1,2,1,95,78,76,67,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10132,3999,1,,,1,,54,4,3,3,8,9,4,12,FUCK YOU BITCH,1,,1,1,3,3,3,100,8,8,8,4,4,8,8,4,4,8,1,1,1,,,1,5,4,1,1,1,,,,,,5,0,9,13,13,14.62109375,121.0703125,-1
